,Target,Date,Tweet Ago,Compound,Positive,Negative,Neutral,Text,Source
0,CBS,2018-03-23 22:33:52,1,0.6996,0.194,0.0,0.806,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
1,CBS,2018-03-23 22:33:04,2,0.4939,0.314,0.0,0.686,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
2,CBS,2018-03-23 22:32:48,3,0.8997,0.355,0.0,0.645,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
3,CBS,2018-03-22 22:10:29,4,0.0,0.0,0.0,1.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
4,CBS,2018-03-22 20:52:02,5,0.7081,0.311,0.066,0.623,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
5,CBS,2018-03-22 00:23:38,6,0.636,0.198,0.0,0.802,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
6,CBS,2018-03-21 18:00:01,7,0.0,0.0,0.0,1.0,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
7,CBS,2018-03-20 20:00:01,8,0.5106,0.142,0.0,0.858,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
8,CBS,2018-03-20 17:58:43,9,0.0,0.0,0.0,1.0,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
9,CBS,2018-03-20 16:52:42,10,0.5562,0.174,0.0,0.826,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
10,CBS,2018-03-20 16:11:00,11,0.0,0.0,0.0,1.0,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
11,CBS,2018-03-19 21:02:26,12,0.7845,0.309,0.072,0.619,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ?? Get ready to celebrate 45 years of #YR starting in just…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
12,CBS,2018-03-18 23:44:30,13,0.0,0.0,0.0,1.0,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
13,CBS,2018-03-18 18:05:43,14,0.6514,0.213,0.0,0.787,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
14,CBS,2018-03-18 17:09:53,15,0.1867,0.08,0.0,0.92,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
15,CBS,2018-03-17 19:00:02,16,0.0,0.0,0.0,1.0,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
16,CBS,2018-03-17 17:42:43,17,0.6166,0.161,0.0,0.839,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
17,CBS,2018-03-17 14:00:03,18,0.7096,0.247,0.0,0.753,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
18,CBS,2018-03-16 22:53:21,19,0.296,0.104,0.0,0.896,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
19,CBS,2018-03-16 18:15:53,20,0.0,0.0,0.0,1.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
20,CBS,2018-03-23 22:33:52,21,0.6996,0.194,0.0,0.806,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
21,CBS,2018-03-23 22:33:04,22,0.4939,0.314,0.0,0.686,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
22,CBS,2018-03-23 22:32:48,23,0.8997,0.355,0.0,0.645,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
23,CBS,2018-03-22 22:10:29,24,0.0,0.0,0.0,1.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
24,CBS,2018-03-22 20:52:02,25,0.7081,0.311,0.066,0.623,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
25,CBS,2018-03-22 00:23:38,26,0.636,0.198,0.0,0.802,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
26,CBS,2018-03-21 18:00:01,27,0.0,0.0,0.0,1.0,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
27,CBS,2018-03-20 20:00:01,28,0.5106,0.142,0.0,0.858,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
28,CBS,2018-03-20 17:58:43,29,0.0,0.0,0.0,1.0,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
29,CBS,2018-03-20 16:52:42,30,0.5562,0.174,0.0,0.826,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
30,CBS,2018-03-20 16:11:00,31,0.0,0.0,0.0,1.0,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
31,CBS,2018-03-19 21:02:26,32,0.7845,0.309,0.072,0.619,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ?? Get ready to celebrate 45 years of #YR starting in just…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
32,CBS,2018-03-18 23:44:30,33,0.0,0.0,0.0,1.0,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
33,CBS,2018-03-18 18:05:43,34,0.6514,0.213,0.0,0.787,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
34,CBS,2018-03-18 17:09:53,35,0.1867,0.08,0.0,0.92,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
35,CBS,2018-03-17 19:00:02,36,0.0,0.0,0.0,1.0,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
36,CBS,2018-03-17 17:42:43,37,0.6166,0.161,0.0,0.839,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
37,CBS,2018-03-17 14:00:03,38,0.7096,0.247,0.0,0.753,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
38,CBS,2018-03-16 22:53:21,39,0.296,0.104,0.0,0.896,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
39,CBS,2018-03-16 18:15:53,40,0.0,0.0,0.0,1.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
40,CBS,2018-03-16 16:28:40,41,0.6514,0.178,0.0,0.822,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
41,CBS,2018-03-15 17:54:06,42,0.7088,0.237,0.0,0.763,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
42,CBS,2018-03-15 17:20:26,43,-0.4939,0.077,0.157,0.766,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
43,CBS,2018-03-15 16:42:41,44,0.6514,0.194,0.0,0.806,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
44,CBS,2018-03-15 14:32:16,45,0.6115,0.266,0.0,0.734,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
45,CBS,2018-03-14 19:30:01,46,0.6696,0.219,0.0,0.781,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
46,CBS,2018-03-13 18:48:52,47,0.3612,0.143,0.0,0.857,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
47,CBS,2018-03-13 14:15:10,48,0.539,0.179,0.0,0.821,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
48,CBS,2018-03-12 18:13:28,49,0.2244,0.083,0.0,0.917,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
49,CBS,2018-03-12 01:20:43,50,0.0,0.0,0.0,1.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
50,CBS,2018-03-09 22:48:26,51,0.4926,0.117,0.0,0.883,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
51,CBS,2018-03-09 22:24:20,52,0.1275,0.113,0.092,0.795,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
52,CBS,2018-03-09 21:10:21,53,0.4215,0.177,0.0,0.823,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
53,CBS,2018-03-09 18:27:28,54,0.8658,0.447,0.0,0.553,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
54,CBS,2018-03-09 16:02:27,55,0.0,0.0,0.0,1.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
55,CBS,2018-03-08 18:00:49,56,0.8625,0.336,0.0,0.664,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
56,CBS,2018-03-08 17:03:04,57,0.4926,0.132,0.0,0.868,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
57,CBS,2018-03-07 18:39:10,58,-0.2023,0.15,0.23,0.619,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
58,CBS,2018-03-07 17:06:02,59,0.0,0.0,0.0,1.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
59,CBS,2018-03-06 18:10:59,60,0.6705,0.244,0.0,0.756,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
60,CBS,2018-03-05 22:16:43,61,0.3818,0.167,0.0,0.833,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
61,CBS,2018-03-04 08:05:26,62,0.4404,0.116,0.0,0.884,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
62,CBS,2018-03-03 20:55:20,63,0.0,0.0,0.0,1.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
63,CBS,2018-03-02 22:30:01,64,0.7096,0.247,0.0,0.753,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
64,CBS,2018-03-02 20:30:01,65,0.7096,0.282,0.0,0.718,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
65,CBS,2018-03-02 18:45:00,66,0.4939,0.151,0.0,0.849,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
66,CBS,2018-03-01 18:59:01,67,-0.6981,0.0,0.21,0.79,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
67,CBS,2018-03-01 18:12:57,68,0.4547,0.159,0.092,0.749,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
68,CBS,2018-03-01 18:11:50,69,0.8591,0.538,0.0,0.462,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
69,CBS,2018-03-01 18:10:50,70,0.4885,0.234,0.151,0.615,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
70,CBS,2018-03-01 14:36:21,71,0.5994,0.178,0.0,0.822,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
71,CBS,2018-03-01 14:29:20,72,0.7717,0.325,0.0,0.675,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
72,CBS,2018-03-01 14:15:29,73,0.6908,0.275,0.0,0.725,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
73,CBS,2018-03-01 13:50:11,74,0.0,0.0,0.0,1.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
74,CBS,2018-03-01 01:04:52,75,0.0,0.0,0.0,1.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
75,CBS,2018-02-28 19:56:58,76,0.0,0.0,0.0,1.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
76,CBS,2018-02-28 19:08:30,77,0.4404,0.116,0.0,0.884,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
77,CBS,2018-02-27 03:23:47,78,0.5562,0.152,0.0,0.848,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
78,CBS,2018-02-26 22:50:32,79,0.0,0.0,0.0,1.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
79,CBS,2018-02-26 21:08:30,80,0.0,0.0,0.0,1.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
80,CBS,2018-02-26 19:53:41,81,0.4482,0.105,0.0,0.895,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
81,CBS,2018-02-26 18:32:36,82,0.784,0.266,0.0,0.734,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
82,CBS,2018-02-26 18:20:16,83,0.9359,0.429,0.0,0.571,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
83,CBS,2018-02-26 16:53:56,84,-0.5423,0.0,0.184,0.816,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
84,CBS,2018-02-26 16:52:01,85,0.0,0.0,0.0,1.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
85,CBS,2018-02-26 16:17:55,86,0.0,0.0,0.0,1.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
86,CBS,2018-02-26 01:12:32,87,0.7644,0.231,0.0,0.769,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
87,CBS,2018-02-25 21:51:32,88,0.0,0.0,0.0,1.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
88,CBS,2018-02-25 21:51:22,89,0.0,0.0,0.0,1.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
89,CBS,2018-02-23 18:15:40,90,0.5093,0.155,0.0,0.845,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
90,CBS,2018-02-22 19:26:52,91,0.0,0.0,0.0,1.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
91,CBS,2018-02-21 19:20:04,92,0.0,0.0,0.0,1.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
92,CBS,2018-02-21 18:19:25,93,0.6808,0.248,0.0,0.752,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
93,CBS,2018-02-20 19:55:19,94,0.4404,0.116,0.0,0.884,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
94,CBS,2018-02-20 17:58:18,95,-0.4019,0.0,0.119,0.881,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
95,CBS,2018-02-20 17:39:51,96,0.3612,0.128,0.0,0.872,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
96,CBS,2018-02-17 01:07:20,97,0.6124,0.227,0.0,0.773,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
97,CBS,2018-02-16 18:42:43,98,0.3182,0.108,0.0,0.892,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
98,CBS,2018-02-16 17:48:20,99,0.68,0.248,0.0,0.752,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
99,CBS,2018-02-14 19:23:27,100,0.8619,0.466,0.0,0.534,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
